step	status	seconds	exit_code	documented
1-install	OK	18	0	yes
1-smoke-cf-help	OK	2	0	yes
1-version	OK	0	0	yes
3-init	OK	3	0	yes
4-prd-generate	OK	67	0	yes
4-prd-show	OK	1	0	yes
4-tasks-generate	OK	26	0	yes
4-tasks-list	OK	0	0	yes
5-promote-one	OK	1	0	yes
6-work-start	OK	24	0	yes
7-add-pytest	OK	0	0	yes
7-proof-capture	OK	1	0	yes
7-proof-implement	OK	0	0	yes
7-proof-run	OK	1	0	yes
post-status	OK	1	0	yes
post-tasks-list	OK	0	0	yes
post-proof-status	OK	2	0	yes
